Utterance,Speaker,Emotion,Sentiment,Dialogue_ID,Utterance_ID,Old_Dialogue_ID,Old_Utterance_ID,Season,Episode,StartTime,EndTime,Speaker_ID,Listener_ID,Relationship_ID,Has_Entities,Entities,Has_Dialogue_Acts,Dialogue_Acts,Dialogue_Act_Dimension,Dialogue_Act_Comm_Func
"Okay, I had to put on lotion!",Chandler,neutral,neutral,992,4,477,16,3,24,"00:15:04,820","00:15:06,446",29,197,11,False,[],True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
"But, its gonna be okay, because as of tomorrow Im conducting an experiment, and if all goes as planned, my butt will be smack free.",Chandler,neutral,neutral,992,5,477,17,3,24,"00:15:11,785","00:15:15,747",29,197,11,True,"[('tomorrow', 'DATE')]",True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
"Ahh, the one next to my foot. Sorry.",Ross,neutral,neutral,993,0,477,12,3,24,"00:14:53,767","00:14:55,977",197,108,8,False,[],True,"[{'dimension': 'SocialObligationManagement', 'communicative_function': 'Salutation'}]",SocialObligationManagement,Salutation
"Hey, the fights starting!",Joey,joy,positive,993,1,477,13,3,24,"00:14:56,979","00:14:59,230",108,197,8,False,[],True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
"Okay, well be right in.  So ah, did your boss try to slap you again today?",Ross,neutral,neutral,993,2,477,14,3,24,"00:14:56,979","00:15:02,317",197,108,8,True,"[('today', 'DATE')]",False,[],,
Nine times!,Chandler,anger,negative,994,0,477,15,3,24,"00:15:02,484","00:15:03,985",29,108,7,True,"[('Nine', 'CARDINAL')]",True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
"Okay, I had to put on lotion!",Chandler,neutral,neutral,994,1,477,16,3,24,"00:15:04,820","00:15:06,446",29,108,7,False,[],True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
"But, its gonna be okay, because as of tomorrow Im conducting an experiment, and if all goes as planned, my butt will be smack free.",Chandler,neutral,neutral,994,2,477,17,3,24,"00:15:11,785","00:15:15,747",29,108,7,True,"[('tomorrow', 'DATE')]",True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
Fights over!,Joey,neutral,neutral,994,3,477,18,3,24,"00:15:16,457","00:15:17,624",108,29,7,False,[],True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
"Okay, okay, here she comes!  How do I look? Do I look like a guy who doesnt want to get married?",Chandler,neutral,neutral,995,0,478,0,6,24,"00:19:25,747","00:19:29,667",29,108,7,False,[],True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
"Yeah! And also, a little like a French guy.  I never noticed that before.",Joey,surprise,positive,995,1,478,1,6,24,"00:19:29,877","00:19:39,135",108,29,7,True,"[('French', 'NORP')]",True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
"Oh, just hanging out, talkin about uh, websites.",Chandler,neutral,neutral,995,2,478,5,6,24,"00:19:43,849","00:19:46,934",29,108,7,False,[],True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
"Yeah, we saw this really interesting website about marriage and how totally unnecessary it is and how its just a way for the government to keep tabs on you.",Chandler,neutral,neutral,995,3,478,6,6,24,"00:19:48,812","00:19:57,778",29,108,7,False,[],True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
"Yeah, Big Brother.",Joey,neutral,neutral,995,4,478,7,6,24,"00:19:57,988","00:19:59,739",108,29,7,False,[],True,"[{'dimension': 'Feedback', 'communicative_function': 'Feedback'}]",Feedback,Feedback
"Yeah! And also, a little like a French guy.  I never noticed that before.",Joey,surprise,positive,996,0,478,1,6,24,"00:19:29,877","00:19:39,135",108,144,36,True,"[('French', 'NORP')]",True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
Hi guys!,Monica,joy,positive,996,1,478,2,6,24,"0:19:40,721","0:19:42,313",144,108,36,False,[],True,"[{'dimension': 'SocialObligationManagement', 'communicative_function': 'Salutation'}]",SocialObligationManagement,Salutation
Hey!,Joey,neutral,neutral,996,2,478,3,6,24,"0:19:42,313","0:19:42,450",108,144,36,False,[],False,[],,
What are you up too?,Monica,neutral,neutral,996,3,478,4,6,24,"00:19:42,556","00:19:43,681",144,108,36,False,[],True,"[{'dimension': 'Task', 'communicative_function': 'SetQ'}]",Task,SetQ
"Yeah, Big Brother.",Joey,neutral,neutral,996,4,478,7,6,24,"00:19:57,988","00:19:59,739",108,144,36,False,[],True,"[{'dimension': 'Feedback', 'communicative_function': 'Feedback'}]",Feedback,Feedback
Well thats a little crazy. Although I am yknow glad to hear that youre branching out on what you look at on the Internet.,Monica,neutral,neutral,996,5,478,8,6,24,"00:20:01,074","00:20:07,038",144,108,36,False,[],True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
Okay well thats good to know.,Monica,sadness,negative,996,6,478,12,6,24,"00:20:23,055","00:20:25,097",144,108,36,False,[],True,"[{'dimension': 'Feedback', 'communicative_function': 'Feedback'}]",Feedback,Feedback
The Mr. Bowmonts here!!!,Joey,joy,positive,996,7,478,13,6,24,"00:20:28,101","00:20:29,977",108,144,36,False,[],True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
What are you up too?,Monica,neutral,neutral,997,0,478,4,6,24,"00:19:42,556","00:19:43,681",144,29,2,False,[],True,"[{'dimension': 'Task', 'communicative_function': 'SetQ'}]",Task,SetQ
"Oh, just hanging out, talkin about uh, websites.",Chandler,neutral,neutral,997,1,478,5,6,24,"00:19:43,849","00:19:46,934",29,144,2,False,[],True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
"Yeah, we saw this really interesting website about marriage and how totally unnecessary it is and how its just a way for the government to keep tabs on you.",Chandler,neutral,neutral,997,2,478,6,6,24,"00:19:48,812","00:19:57,778",29,144,2,False,[],True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
Well thats a little crazy. Although I am yknow glad to hear that youre branching out on what you look at on the Internet.,Monica,neutral,neutral,997,3,478,8,6,24,"00:20:01,074","00:20:07,038",144,29,2,False,[],True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
"Yeah, well Yknow, it just got me thinking though, why would anybody ever want to get married huh?",Chandler,neutral,neutral,997,4,478,9,6,24,"00:20:07,915","00:20:11,709",29,144,2,False,[],True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
Why?! To celebrate your relationship! To solidify your commitment! To declare your love for one another to the world!,Monica,anger,negative,997,5,478,10,6,24,"00:20:11,877","00:20:19,133",144,29,2,False,[],True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
Eh,Chandler,neutral,neutral,997,6,478,11,6,24,"00:20:20,052","00:20:21,344",29,144,2,False,[],False,[],,
Okay well thats good to know.,Monica,sadness,negative,997,7,478,12,6,24,"00:20:23,055","00:20:25,097",144,29,2,False,[],True,"[{'dimension': 'Feedback', 'communicative_function': 'Feedback'}]",Feedback,Feedback
"Oh thats great, my friend Joeys in the movie business.",Chandler,joy,positive,998,0,479,0,6,18,"00:08:05,318","00:08:07,986",29,37,275,False,[],True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
Yknow who I ran into from school? Howie.,Dana,neutral,neutral,998,1,479,1,6,18,"00:08:08,154","00:08:11,573",37,29,275,False,[],True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
My friends name is Joey.,Chandler,neutral,neutral,998,2,479,2,6,18,"00:08:11,782","00:08:14,576",29,37,275,True,"[('Joey', 'PERSON')]",True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
Apparently Howies editing now.,Dana,neutral,neutral,998,3,479,3,6,18,"00:08:14,744","00:08:17,162",37,29,275,False,[],True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
"Yeah, he-he-he calls me up and asks me if he can edit my new movie.",Dana,anger,negative,998,4,479,4,6,18,"00:08:17,330","00:08:21,625",37,29,275,False,[],True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
Can you believe that?!,Dana,surprise,negative,998,5,479,5,6,18,"00:08:21,792","00:08:23,168",37,29,275,False,[],True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
Yknow I-I-I havent spoken to him in like ten years and he asks me for a favor!,Dana,surprise,negative,998,6,479,6,6,18,"00:08:26,255","00:08:29,090",37,29,275,True,"[('ten years', 'DATE')]",True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
"Yeah, Ive always hated that Howie.",Chandler,disgust,negative,998,7,479,7,6,18,"00:08:31,469","00:08:34,513",29,37,275,True,"[('Howie', 'ORG')]",True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
"No, no ""How you doing?"" Man, I mean not even a cup of coffee first!",Dana,disgust,negative,998,8,479,8,6,18,"00:08:34,680","00:08:40,393",37,29,275,False,[],True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
The nerve huh?,Chandler,disgust,negative,998,9,479,9,6,18,"0:08:40,561","0:08:41,743",29,37,275,False,[],True,"[{'dimension': 'Feedback', 'communicative_function': 'Feedback'}]",Feedback,Feedback
Yeah!,Dana,disgust,negative,998,10,479,10,6,18,"0:08:41,743","0:08:42,439",37,29,275,False,[],True,"[{'dimension': 'Feedback', 'communicative_function': 'Feedback'}]",Feedback,Feedback
Refill?,Chandler,neutral,neutral,998,11,479,11,6,18,"00:08:42,563","00:08:43,939",29,37,275,False,[],True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
Hey! How you doing?,Ross,joy,positive,999,0,480,0,8,2,"0:21:19,611","0:21:21,113",197,217,276,False,[],True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
"Good! Good, long time no see.",Tag,joy,positive,999,1,480,1,8,2,"0:21:21,113","0:21:23,504",217,197,276,False,[],True,"[{'dimension': 'Feedback', 'communicative_function': 'Feedback'}]",Feedback,Feedback
Like your sweater.,Tag,neutral,neutral,999,2,480,2,8,2,"0:21:24,283","0:21:25,284",217,197,276,False,[],True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
"Oh hey, right back at ya.",Ross,neutral,neutral,999,3,480,3,8,2,"0:21:25,284","0:21:27,898",197,217,276,False,[],True,"[{'dimension': 'Feedback', 'communicative_function': 'Feedback'}]",Feedback,Feedback
"Oh, its crazy about Rachel huh?",Tag,surprise,positive,999,4,480,4,8,2,"0:21:30,706","0:21:31,888",217,197,276,True,"[('Rachel', 'GPE')]",True,"[{'dimension': 'Feedback', 'communicative_function': 'Feedback'}]",Feedback,Feedback
"Yeah. SheWell, shes one crazy lady?",Ross,surprise,positive,999,5,480,5,8,2,"0:21:31,888","0:21:35,465",197,217,276,True,"[('one', 'CARDINAL')]",True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
So whose is it?,Tag,neutral,neutral,999,6,480,6,8,2,"00:21:36,128","00:21:41,173",217,197,276,False,[],True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
"Umm, I dont some Italian guy. Come on, read your own label. See you later.",Ross,neutral,neutral,999,7,480,7,8,2,"00:21:42,551","00:21:46,053",197,217,276,True,"[('Italian', 'NORP')]",True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}, {'dimension': 'SocialObligationManagement', 'communicative_function': 'Salutation'}]",Task,Statement
Okay.,Tag,neutral,neutral,999,8,480,8,8,2,"0:21:46,221","0:21:48,433",217,197,276,False,[],True,"[{'dimension': 'Feedback', 'communicative_function': 'Feedback'}]",Feedback,Feedback
He is so weird.,Ross,anger,negative,999,9,480,9,8,2,"0:21:48,433","0:21:48,975",197,217,276,False,[],True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
You wanna fool around with Joey?,Monica,surprise,negative,1000,0,481,0,9,20,"0:01:58,856","0:02:00,328",144,185,22,True,"[('Joey', 'PERSON')]",True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
Yeah!,Rachel,joy,positive,1000,1,481,1,9,20,"0:02:00,328","0:02:00,777",185,144,22,False,[],True,"[{'dimension': 'Feedback', 'communicative_function': 'Feedback'}]",Feedback,Feedback
"You know, ever since I had that dream about him, and can't    get it out of my head!",Rachel,joy,positive,1000,2,481,2,9,20,"00:02:00,900","00:02:04,445",185,144,22,False,[],True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
"And what's the big deal, people do it all the time!",Rachel,surprise,negative,1000,3,481,3,9,20,"00:02:04,612","00:02:07,240",185,144,22,False,[],True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
Who? Who do you know that are friends that just fool around?,Monica,surprise,negative,1000,4,481,4,9,20,"00:02:07,407","00:02:10,076",144,185,22,False,[],True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
"Ok, off the top of my head... Don and Janet.",Rachel,neutral,neutral,1000,5,481,5,9,20,"00:02:10,243","00:02:14,497",185,144,22,True,"[('Don', 'PERSON'), ('Janet', 'PERSON')]",True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
"Who, who are they?",Monica,neutral,neutral,1000,6,481,6,9,20,"0:02:14,664","0:02:15,376",144,185,22,False,[],True,"[{'dimension': 'Task', 'communicative_function': 'SetQ'}]",Task,SetQ
I know them from work.,Rachel,neutral,neutral,1000,7,481,7,9,20,"0:02:15,376","0:02:17,396",185,144,22,False,[],True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
Both of them?,Monica,surprise,negative,1000,8,481,8,9,20,"0:02:18,001","0:02:18,763",144,185,22,False,[],True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
"No, one of them...",Rachel,neutral,neutral,1000,9,481,9,9,20,"0:02:18,763","0:02:20,349",185,144,22,True,"[('one', 'CARDINAL')]",True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
Which one?,Monica,neutral,neutral,1000,10,481,10,9,20,"00:02:20,461","00:02:22,255",144,185,22,False,[],True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
"I don't know, what were the names I just said?",Rachel,neutral,neutral,1000,11,481,11,9,20,"00:02:22,672","00:02:25,341",185,144,22,False,[],True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
"Rachel, things can get incredibly complicated.",Monica,anger,negative,1000,12,481,12,9,20,"00:02:25,508","00:02:28,303",144,185,22,True,"[('Rachel', 'PERSON')]",True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
"All right, all right, you're right",Rachel,sadness,negative,1000,13,481,13,9,20,"00:02:28,469","00:02:31,931",185,144,22,False,[],True,"[{'dimension': 'SocialObligationManagement', 'communicative_function': 'Salutation'}]",SocialObligationManagement,Salutation
What the hell are you cooking!,Monica,surprise,negative,1000,14,481,14,9,20,"00:02:38,438","00:02:40,106",144,185,22,False,[],True,"[{'dimension': 'Task', 'communicative_function': 'SetQ'}]",Task,SetQ
Oh my God! How did you get back here?!,Phoebe,surprise,negative,1001,0,482,0,7,12,"00:18:01,830","00:18:05,583",178,229,277,False,[],True,"[{'dimension': 'Task', 'communicative_function': 'SetQ'}]",Task,SetQ
"Fire alarm?  Oh! Hi, officerfireman, can-can I help you?",Phoebe,surprise,negative,1001,1,482,1,7,12,"0:18:09,922","0:18:20,850",178,229,277,True,"[('officer\x97fireman', 'GPE')]",True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}, {'dimension': 'SocialObligationManagement', 'communicative_function': 'Salutation'}]",Task,Statement
We found your fire alarm in the trash chute.,The Fireman,anger,negative,1001,2,482,2,7,12,"0:18:20,850","0:18:22,910",229,178,277,False,[],True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
Thats not mine.,Phoebe,neutral,neutral,1001,3,482,3,7,12,"0:18:23,185","0:18:24,067",178,229,277,False,[],True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
Yes it is.,The Fireman,neutral,neutral,1001,4,482,4,7,12,"0:18:24,067","0:18:24,999",229,178,277,False,[],True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
How do you know?,Phoebe,fear,negative,1001,5,482,5,7,12,"00:18:25,104","00:18:26,104",178,229,277,False,[],True,"[{'dimension': 'Task', 'communicative_function': 'SetQ'}]",Task,SetQ
"The next time you want to dump a fire alarm in a trash chute, dont wrap it in a blanket that says, ""Property of Phoebe Buffay not Monica.""",The Fireman,disgust,negative,1001,6,482,6,7,12,"00:18:29,483","00:18:32,401",229,178,277,True,"[('Property of Phoebe Buffay not Monica', 'WORK_OF_ART')]",True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
"Okay do youOkay, do you have a search warrant? Because the last time I checked this was still America!",Phoebe,anger,negative,1001,7,482,7,7,12,"00:18:33,403","00:18:38,783",178,229,277,True,"[('America', 'GPE')]",True,"[{'dimension': 'Task', 'communicative_function': 'PropQ'}]",Task,PropQ
"Please reattach this, its against the law to disconnect them.",The Fireman,neutral,neutral,1001,8,482,8,7,12,"00:18:39,910","00:18:42,912",229,178,277,False,[],True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
